番号,百景,ポイント,説明,緯度,経度,写真,画像URL1,画像URL2,画像URL3,画像URL4,画像URL5
13_5,風を浴びて　永平寺から福井に続く自転車道,菜の花とシバザクラ,永平寺から福井までの区間にはサイクリングの楽しめる道が続いています。特に鳴鹿大堰から福井運動公園までの主に堤防沿いには総延長２６㎞の「永平寺福井自転車道」が整備され、長く続く自転車道を走れば、河川沿いのシバザクラや菜の花などの自然景観が楽しめます。,36.102062,136.321198,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/135.jpg,,,,
14_1,禅の修行道場　永平寺,中雀門と雲水,今から約760年前の寛元２年（1244年）、坐（禅）を重んじた道元禅師によって開かれた永平寺は、雲水と呼ばれる修行僧２百余名が日夜修行にはげむ日本曹洞宗の大本山です。約10万坪の境内には、七堂伽藍(しちどうがらん)を中心に約70の建物が並び、老杉や石畳などと一体となった風景が見られます。,36.055603,136.355133,,,,,,
14_2,禅の修行道場　永平寺,唐門,今から約760年前の寛元２年（1244年）、坐（禅）を重んじた道元禅師によって開かれた永平寺は、雲水と呼ばれる修行僧２百余名が日夜修行にはげむ日本曹洞宗の大本山です。約10万坪の境内には、七堂伽藍(しちどうがらん)を中心に約70の建物が並び、老杉や石畳などと一体となった風景が見られます。,36.055664,136.354874,,,,,,
14_3,禅の修行道場　永平寺,永平寺の伽藍と紅葉,今から約760年前の寛元２年（1244年）、坐（禅）を重んじた道元禅師によって開かれた永平寺は、雲水と呼ばれる修行僧２百余名が日夜修行にはげむ日本曹洞宗の大本山です。約10万坪の境内には、七堂伽藍(しちどうがらん)を中心に約70の建物が並び、老杉や石畳などと一体となった風景が見られます。,36.055717,136.355331,,,,,,
14_4,禅の修行道場　永平寺,大灯籠ながし,今から約760年前の寛元２年（1244年）、坐（禅）を重んじた道元禅師によって開かれた永平寺は、雲水と呼ばれる修行僧２百余名が日夜修行にはげむ日本曹洞宗の大本山です。約10万坪の境内には、七堂伽藍(しちどうがらん)を中心に約70の建物が並び、老杉や石畳などと一体となった風景が見られます。,36.094158,136.337891,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/144.jpg,,,,
14_5,禅の修行道場　永平寺,除夜の鐘,今から約760年前の寛元２年（1244年）、坐（禅）を重んじた道元禅師によって開かれた永平寺は、雲水と呼ばれる修行僧２百余名が日夜修行にはげむ日本曹洞宗の大本山です。約10万坪の境内には、七堂伽藍(しちどうがらん)を中心に約70の建物が並び、老杉や石畳などと一体となった風景が見られます。,36.055534,136.355591,,,,,,
14_6,禅の修行道場　永平寺,回廊,今から約760年前の寛元２年（1244年）、坐（禅）を重んじた道元禅師によって開かれた永平寺は、雲水と呼ばれる修行僧２百余名が日夜修行にはげむ日本曹洞宗の大本山です。約10万坪の境内には、七堂伽藍(しちどうがらん)を中心に約70の建物が並び、老杉や石畳などと一体となった風景が見られます。,36.055447,136.355286,,,,,,
14_7,禅の修行道場　永平寺,永平寺口駅舎,今から約760年前の寛元２年（1244年）、坐（禅）を重んじた道元禅師によって開かれた永平寺は、雲水と呼ばれる修行僧２百余名が日夜修行にはげむ日本曹洞宗の大本山です。約10万坪の境内には、七堂伽藍(しちどうがらん)を中心に約70の建物が並び、老杉や石畳などと一体となった風景が見られます。,36.095753,136.326645,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/147.jpg,,,,
15_1,仰ぎ見る白い頂　霊峰白山,小舟渡からの眺望,勝山盆地を雄大に流れる九頭竜川、その背後には、たおやかな加越の山並み（越前甲(かぶと)、経ヶ岳、法恩寺山など）が連なり、さらに背後に白山連峰が見えるパノラマ状の眺望は、勝山でしか見ることができない景観です。,36.075119,136.434998,,,,,,
15_2,仰ぎ見る白い頂　霊峰白山,白山連峰,勝山盆地を雄大に流れる九頭竜川、その背後には、たおやかな加越の山並み（越前甲(かぶと)、経ヶ岳、法恩寺山など）が連なり、さらに背後に白山連峰が見えるパノラマ状の眺望は、勝山でしか見ることができない景観です。,36.070679,136.454834,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/152.jpg,,,,
15_3,仰ぎ見る白い頂　霊峰白山,法恩寺山から見る白山,勝山盆地を雄大に流れる九頭竜川、その背後には、たおやかな加越の山並み（越前甲(かぶと)、経ヶ岳、法恩寺山など）が連なり、さらに背後に白山連峰が見えるパノラマ状の眺望は、勝山でしか見ることができない景観です。,36.06284,136.594986,,,,,,
15_4,仰ぎ見る白い頂　霊峰白山,高浜町から見る白山,勝山盆地を雄大に流れる九頭竜川、その背後には、たおやかな加越の山並み（越前甲(かぶと)、経ヶ岳、法恩寺山など）が連なり、さらに背後に白山連峰が見えるパノラマ状の眺望は、勝山でしか見ることができない景観です。,35.493507,135.519745,,,,,,
15_5,仰ぎ見る白い頂　霊峰白山,越知山から見る白山,勝山盆地を雄大に流れる九頭竜川、その背後には、たおやかな加越の山並み（越前甲(かぶと)、経ヶ岳、法恩寺山など）が連なり、さらに背後に白山連峰が見えるパノラマ状の眺望は、勝山でしか見ることができない景観です。,35.999813,136.032074,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/155.jpg,,,,
16_1,恐竜が眠る大地　ジオパーク　勝山,村岡山山頂から見る恐竜博物館,福井県立恐竜博物館は、勝山市の東部に位置し、美しい田園・自然景観に引き立つシンボル的景観を形成しています。村岡山(むろこやま)山頂からは恐竜博物館とその周辺の「かつやま恐竜の森」を眺めることができます。,36.075775,136.507996,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/161.jpg,,,,
16_2,恐竜が眠る大地　ジオパーク　勝山,恐竜博物館内,福井県立恐竜博物館は、勝山市の東部に位置し、美しい田園・自然景観に引き立つシンボル的景観を形成しています。村岡山(むろこやま)山頂からは恐竜博物館とその周辺の「かつやま恐竜の森」を眺めることができます。,36.083248,136.506668,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/162.jpg,https://info.pref.fukui.lg.jp/opendata/hyakkei/163.jpg,,,
16_3,恐竜が眠る大地　ジオパーク　勝山,夕陽に映える恐竜,福井県立恐竜博物館は、勝山市の東部に位置し、美しい田園・自然景観に引き立つシンボル的景観を形成しています。村岡山(むろこやま)山頂からは恐竜博物館とその周辺の「かつやま恐竜の森」を眺めることができます。,36.08268,136.507141,,,,,,
16_4,恐竜が眠る大地　ジオパーク　勝山,恐竜博物館全景,福井県立恐竜博物館は、勝山市の東部に位置し、美しい田園・自然景観に引き立つシンボル的景観を形成しています。村岡山(むろこやま)山頂からは恐竜博物館とその周辺の「かつやま恐竜の森」を眺めることができます。,36.082367,136.50766,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/164.jpg,,,,
16_5,恐竜が眠る大地　ジオパーク　勝山,恐竜化石の発掘体験,福井県立恐竜博物館は、勝山市の東部に位置し、美しい田園・自然景観に引き立つシンボル的景観を形成しています。村岡山(むろこやま)山頂からは恐竜博物館とその周辺の「かつやま恐竜の森」を眺めることができます。,36.082195,136.508087,,,,,,
17_1,春を待つ北谷の山里集落,木根橋の集落,石川県境に程近い勝山市北谷町は、滝波川がつくりだした段丘上に集落が点在する静かな山里集落です。北谷７集落の１つ、木根橋では、白壁や土壁の建物が建ち並び、生活の必需品である薪があちこちに積まれており、昔ながらの山里集落景観を見ることができます。,36.103638,136.564728,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/171.jpg,,,,
17_2,春を待つ北谷の山里集落,石垣の上に建つ家屋,石川県境に程近い勝山市北谷町は、滝波川がつくりだした段丘上に集落が点在する静かな山里集落です。北谷７集落の１つ、木根橋では、白壁や土壁の建物が建ち並び、生活の必需品である薪があちこちに積まれており、昔ながらの山里集落景観を見ることができます。,36.090004,136.594223,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/172.jpg,,,,
17_3,春を待つ北谷の山里集落,斜面を利用して建てられた小原集落,石川県境に程近い勝山市北谷町は、滝波川がつくりだした段丘上に集落が点在する静かな山里集落です。北谷７集落の１つ、木根橋では、白壁や土壁の建物が建ち並び、生活の必需品である薪があちこちに積まれており、昔ながらの山里集落景観を見ることができます。,36.088898,136.595779,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/173.jpg,,,,
18_1,「蝶よ花よ」と囃子が響く 城下町勝山の町並み,本町通り,城下町時代の中心街であった本町通り周辺では、古くから五穀豊穣と鎮火を祈願する神事として、勝山左義長(さぎちょう)まつりが行われます（２月最終土日開催）。藩政時代からおよそ300年の歴史をもつ勝山の一大行事で、太鼓や三味線での賑やかな左義長囃子とカラフルな色彩の短冊が祭りを彩っています。,36.061329,136.498581,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/181.jpg,https://info.pref.fukui.lg.jp/opendata/hyakkei/182.jpg,,,
18_2,「蝶よ花よ」と囃子が響く 城下町勝山の町並み,どんど焼き,城下町時代の中心街であった本町通り周辺では、古くから五穀豊穣と鎮火を祈願する神事として、勝山左義長(さぎちょう)まつりが行われます（２月最終土日開催）。藩政時代からおよそ300年の歴史をもつ勝山の一大行事で、太鼓や三味線での賑やかな左義長囃子とカラフルな色彩の短冊が祭りを彩っています。,36.059593,136.494461,,,,,,
18_3,「蝶よ花よ」と囃子が響く 城下町勝山の町並み,七里壁,城下町時代の中心街であった本町通り周辺では、古くから五穀豊穣と鎮火を祈願する神事として、勝山左義長(さぎちょう)まつりが行われます（２月最終土日開催）。藩政時代からおよそ300年の歴史をもつ勝山の一大行事で、太鼓や三味線での賑やかな左義長囃子とカラフルな色彩の短冊が祭りを彩っています。,36.060169,136.499802,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/183.jpg,,,,
18_4,「蝶よ花よ」と囃子が響く 城下町勝山の町並み,河原通り,城下町時代の中心街であった本町通り周辺では、古くから五穀豊穣と鎮火を祈願する神事として、勝山左義長(さぎちょう)まつりが行われます（２月最終土日開催）。藩政時代からおよそ300年の歴史をもつ勝山の一大行事で、太鼓や三味線での賑やかな左義長囃子とカラフルな色彩の短冊が祭りを彩っています。,36.060543,136.497009,○,https://info.pref.fukui.lg.jp/opendata/hyakkei/184.jpg,,,,
